texto,nota,data,app
O melhor aplicativo sem dúvidas.,5,2024-06-09 20:44:32,Photomath
Por acaso é muito bom,5,2024-06-09 20:01:15,Photomath
App incrível,5,2024-06-09 16:27:20,Photomath
🦣,4,2024-06-09 15:13:05,Photomath
As vezes falha mas e ótimo! Me ajuda nos meus deveres de casa amooooo Parabéns🫶,5,2024-06-09 12:05:57,Photomath
Gostei bastante ➴➵➶💘,5,2024-06-09 11:43:58,Photomath
Ótimo,5,2024-06-09 11:41:21,Photomath
"muito bom,resolve todas as contas e ñ tem anúncios,mas ele só funciona com wi-fi",5,2024-06-09 10:56:07,Photomath
Equaçoes,5,2024-06-09 09:47:39,Photomath
Ele plus é PERFEITO💯✨,5,2024-06-09 08:55:36,Photomath
Sempre gostei de aplicativo mas agora tá me decepcionando,1,2024-06-09 08:40:47,Photomath
Explica muito bem.,5,2024-06-08 18:39:16,Photomath
Doesn't open,1,2024-06-08 16:03:15,Photomath
1000/10 me ajudou dms,5,2024-06-08 15:38:47,Photomath
Muito bom SLK 🫦🫦🫦🫦🫦,5,2024-06-08 13:51:12,Photomath
Ele é bom mas quase nunca reconhece as equações que eu coloco ou me dá a resposta errada,2,2024-06-08 12:03:29,Photomath
O photomath ajuda muito,5,2024-06-08 09:02:03,Photomath
"Aplicativo excepcional e ajuda realmente com as previsões dos cálculos. Ótimo o app, maravilhoso.",5,2024-06-07 21:51:27,Photomath
Muito bom amei,5,2024-06-07 18:47:07,Photomath
Muito bom para fazer contas do dia a dia,5,2024-06-07 14:58:27,Photomath
Um ótimo aplicativo!,5,2024-06-07 13:59:55,Photomath
Muito bom o melhor app de contas nota 1000/1000,5,2024-06-07 12:03:38,Photomath
"Muito bom, além de resolver ele explica",5,2024-06-07 10:08:57,Photomath
Gostei muito do app,5,2024-06-06 21:04:55,Photomath
Bom demais,5,2024-06-06 20:25:36,Photomath
É Muito bom 😃,5,2024-06-06 16:31:53,Photomath
Muito bom amei muito,5,2024-06-06 16:17:20,Photomath
Eu te amo pessoa que criou esse app,5,2024-06-06 16:10:29,Photomath
"Muito bom,me ajudou nas dificuldades!! 😄",5,2024-06-06 14:35:41,Photomath
"Muito bom mesmo, ajudar muito pra quem tem dificuldade para aprender",5,2024-06-06 11:36:24,Photomath
Muito bom,5,2024-06-06 11:21:53,Photomath
Muito bom,5,2024-06-06 05:51:28,Photomath
Parabéns,5,2024-06-06 05:15:56,Photomath
Muito bom mesmo né deixei o dinheiro com a moça da minha vida de pobre não tá bom pra vc e sua família também não sei se vou conseguir ir no treino de vôlei pra mim ir de carro e tá bom então e já tirei a foto do perfil do meu perfil do meu perfil do meu perfil do meu perfil que vc comprou o carro do lado de um jeito e que não sei Layla e a criança vai dar tudo mas eu tenho um amigo tá muito bom então a senhora que sabe onde a Mariana não sei ainda?..!!!,5,2024-06-05 22:30:41,Photomath
"O aplicativo era muito bom! Eu usava a muito tempo para tirar minhas duvidas nas questões de matemática (dúvidas mesmo, não só pegar as respostas) Eu aprendia como resolver. Depois da atualização o aplicativo só serve para quem quer a resposta do dever de casa, não é mais uma ferramenta de ensino e sim de cola! Tudo bem que vocês tem que ganhar dinheiro, colocava anúncios se quisesse a resolução detalhada do problema e não cobrar pra ensinar a maior parte das coisas.",1,2024-06-05 20:03:50,Photomath
"Muito bom, tem me ajudado muito a entender as contas pq além de ele me dar o resultado ele também me mostra o processo",5,2024-06-05 18:28:23,Photomath
me ajuda muito nas contas e esse é o melhor aplicativo só bater uma foto e ✴️(BOMM)✴️ resolve a conta de matemática incrível melhor aplicativo da vida. 🤩🤩👍,5,2024-06-05 18:24:11,Photomath
app muito bom ajuda de mais,5,2024-06-05 17:38:09,Photomath
E muito bom,5,2024-06-05 17:33:41,Photomath
Perfeito!,5,2024-06-05 17:26:51,Photomath
Muito bom ameii,5,2024-06-05 14:52:58,Photomath
é bom baixar Esse aplicativo.,5,2024-06-05 14:11:55,Photomath
eu gostava muito do aplicativo antes mas agora quase todos os aplicativos precisam usar dinheiro e ele foi um desses antes não precisava pagar para ter as respostas e as conclusões mas agora precisa pagar e eu não gostei nem um pouco disso,3,2024-06-05 13:32:37,Photomath
Simplesmente o melhor aplicativo da história. Me ajudando com exercícios complexos.,5,2024-06-05 12:35:38,Photomath
Tem q pagar pra usar,1,2024-06-05 10:55:49,Photomath
Ameiii!,5,2024-06-05 10:19:12,Photomath
"É muito bom,me ajudou bastante",5,2024-06-05 09:46:02,Photomath
O aplicativo e bom sim mais meu livro tem as respostas atrás e meu professor odeia quando não coloca cálculo isso faz agente tomar ocorrência (em colégio militar significa uma punição que te faz perde muita nota O APLICATIVO PODE SIM MELHORA COM OS CÁLCULOS BLZ,1,2024-06-05 09:35:44,Photomath
Um aplicativo muito bom que você aprende muito rápido também eu gostei muito nota infinita,5,2024-06-05 09:10:23,Photomath
Muito bom pra ajudar a minha filha nas contas de matemática,5,2024-06-04 23:59:43,Photomath
Bom,5,2024-06-04 23:18:48,Photomath
Me ajuda de mais amei ❤️❤️❤️,5,2024-06-04 21:32:46,Photomath
É muito bom e só aplicar a câmera do aplicativo na sua conta que ele ja resolve muito bom sem dúvidas ótimo aplicativo,5,2024-06-04 19:37:50,Photomath
"Muito bom, recomendo",5,2024-06-04 19:19:53,Photomath
ele é muito bom e mim ajuda bastante nas tarefas de matemática.❤️,5,2024-06-04 19:14:03,Photomath
Muito bom,5,2024-06-04 18:19:30,Photomath
Muitoooo bommmmmm ❤️😊,5,2024-06-04 17:54:44,Photomath
Muito b,5,2024-06-04 17:13:32,Photomath
"O app é muito bom mas tem algumas equações que o app consegue resolver mais têm outras que não consegue resolver precisa ser melhorado mas fora disso, está tudo bem",4,2024-06-04 16:13:23,Photomath
Olha deu problema muito importante isso aí porque ele passa as coisas mas só se você ver tipo a explicação passo a passo você tem que baixar o plus então isso é bem ruim mas também dá a resposta certinho assim mas tá tudo certo assim eu sou de quatro pontos por causa disso que ele fica mostrando muito plus né mas se você quiser fazer tarefinhas de matemática é bom. 😑,4,2024-06-04 13:21:24,Photomath
Amei,5,2024-06-04 10:19:52,Photomath
Ele da resposta,5,2024-06-04 09:48:51,Photomath
"Horrível não funciona, se pudesse daria 0 estrelas",1,2024-06-04 07:57:39,Photomath
Bom app,5,2024-06-04 04:50:48,Photomath
Good,5,2024-06-04 03:13:01,Photomath
10/10 muito útil,5,2024-06-04 01:03:56,Photomath
"E horrível tô sendo bem sincera, no começo era até bom mais agora está dando cálculo tudo errado, as respostas até os cálculos as vezes não faz nem um sentido, e isso não uso mais e não indico também",2,2024-06-03 23:28:52,Photomath
bom,4,2024-06-03 22:51:15,Photomath
Gostei!! 🤍,5,2024-06-03 20:37:39,Photomath
Muito bom,5,2024-06-03 18:57:56,Photomath
Ele te dá as respostas para a explicação ele te dá 4 passos aí para continuar tem que comprar o Premium mais é bom para estudos e tals.,4,2024-06-03 18:06:56,Photomath
Muito bom,4,2024-06-03 17:42:43,Photomath
Me ajudou muito,5,2024-06-03 16:43:36,Photomath
É um aplicativo incrível recomendo,4,2024-06-03 15:40:56,Photomath
👌👌👌,5,2024-06-03 15:17:04,Photomath
"Esse aplicativo me ajuda de mais nas contas ,sempre com explicação, muito bom",5,2024-06-03 13:54:56,Photomath
"O app é bom ,gostei desse app é maravilhoso e recomendo",5,2024-06-03 10:29:21,Photomath
Melhor não há!,5,2024-06-03 09:26:24,Photomath
Muito bom,5,2024-06-03 09:01:33,Photomath
MT bom,5,2024-06-03 08:44:06,Photomath
Óptimo,4,2024-06-03 07:04:14,Photomath
Boss,4,2024-06-03 05:20:16,Photomath
Ótimo explica tudo passo a passo Ótimo promete o que fala e faz até mais coisa,5,2024-06-03 01:32:04,Photomath
Sem palavras até🤓 O app é bom de mais🤓,5,2024-06-02 21:10:05,Photomath
"Eu ADOREI! O app além de explicar passo a passo do calculo mostra se é verdadeiro ou falso, e isso é uma coisa incrível. Eu chequei os resultados e bateu a conta e o metodo de explicação. Parabéns aos desenvolvedores por um trabalho tão bom👏👏👏",5,2024-06-02 19:52:31,Photomath
demais,5,2024-06-02 19:43:45,Photomath
É muito conveniente para quem está interessado em aprender matemática,5,2024-06-02 19:02:04,Photomath
Odiei 👍🏻,1,2024-06-02 18:41:38,Photomath
"Aplicativo excelente, perfeito",5,2024-06-02 17:05:02,Photomath
Legal,5,2024-06-02 15:39:47,Photomath
Legal mais e difícil que as vezes dá errados,4,2024-06-02 15:07:57,Photomath
Eu digo vale a pena estalar esse aplicativo pois ele faz cálculos bem certinho não tem propagandas o que já e bom e digo eu gostei bastante pois tinha umas atividades de matemática que eu não conseguia fazer. E dou 5 estrelas pq e top esse aplicativo e ainda e de graça,5,2024-06-02 12:35:53,Photomath
Excelente aplicativo! O conheci dentro da sala de aula e agora uso-o sempre que tenho dificuldade de entender algum exercício. Obrigado colaboradores🫶🏾,5,2024-06-02 12:21:04,Photomath
very good.,5,2024-06-02 11:59:33,Photomath
"Era sensacional até começar a ser pago, tira todo conceito de aprendizado",1,2024-06-02 11:05:11,Photomath
"Muito bom, uso de vez em quando",4,2024-06-01 21:16:43,Photomath
esse ap era ótimo até virar pago,1,2024-06-01 13:48:35,Photomath
Muito bom 👍,5,2024-06-01 10:28:10,Photomath
Muito bom o app photomath,5,2024-06-01 04:10:58,Photomath
Me salvou muitas vezes na escola!🤣,5,2024-05-31 23:05:07,Photomath
esse aplicativo não resolve nada,1,2024-05-31 22:13:15,Photomath
Muito bom e sempre me ajuda nos exercícios,5,2024-05-31 18:34:10,Photomath
Muuuito bom.,5,2024-05-31 17:16:08,Photomath
Me ajudou a resolver problemas de matemática muito fácilmente,5,2024-05-31 16:35:00,Photomath
"Gente,é o melhor aplicativo que vcs vão encontrar para resolver seus problemas matemáticos ,ele explica muito muito bem como ele chegou no resultado. É o único aplicativo que eu achei que me ajuda muito . Recomendo demais <3",5,2024-05-31 16:03:26,Photomath
Simplesmente incrível...ajuda demais.,5,2024-05-31 13:23:56,Photomath
Muito bom,5,2024-05-31 12:07:47,Photomath
Esse app me ajudou muito nas minhas dúvidas nas questões de matemática ❤️,5,2024-05-30 21:12:51,Photomath
Sem a parte paga vc N entene algo que esta com duvida. Isso só serve para ver resultados,4,2024-05-30 13:36:55,Photomath
Este app e otimo,5,2024-05-30 13:25:17,Photomath
"Sem dúvidas, o melhor! Ele explica coisas detalhamentes, coisas estas que, muitas vezes, estavam no fundo da sua mente. O modo plus proporciona uma experiência muito mais agradável com este app. Eu comprei e vale cada centavo.",5,2024-05-30 12:13:40,Photomath
"ajuda demais pra explicar matemática que não entendo, um ótimo recurso a se ter, mesmo sem o premium",5,2024-05-30 10:56:44,Photomath
App muito bom,5,2024-05-30 08:17:53,Photomath
Esse APP é o melhor que eu já conhece,5,2024-05-30 06:07:08,Photomath
Bom,4,2024-05-29 22:29:37,Photomath
Ótimo,5,2024-05-29 18:23:14,Photomath
"Sensacional essa app👏 , além de resolver muito rápido os exercícios ele também explica como fazer!",5,2024-05-29 17:32:33,Photomath
"Bem legal, td xeretando",4,2024-05-29 17:06:42,Photomath
Esta aplicação ajudou me muito é bem rápida e legível apesar de ter k remediar as vezes,5,2024-05-29 16:17:41,Photomath
Impressionante.,4,2024-05-29 15:51:32,Photomath
Simplesmente perfeito,5,2024-05-29 14:53:47,Photomath
Muito bom ajudou-me muito com os trabalhos da escola,5,2024-05-29 14:35:25,Photomath
App ótimo não tenho nada a reclamar,5,2024-05-29 10:12:49,Photomath
Bastante bom principalmente por que tem cálculos não é só resultado isso me ajudou bastante com a escola,4,2024-05-29 08:38:59,Photomath
"Antigamente, a explicação de como se resolvia os problemas matemáticos era gratuita, o que auxiliava no aprendizado.Fiquei muito triste e chateada quando fui reinstalar o aplicativo, para me ajudar a entender como se resolvia o cálculo de um exercício que eu estava com dúvidas, e me deparar com a mensagem de bloqueio que afirmava que, para eu obter a explicação, agora era necessário que eu pagasse.Estou muito decepcionada! Esse aplicativo virou apenas uma calculadora gourmet. Vou desinstala-lo.",1,2024-05-29 07:55:15,Photomath
Melhor aplicativo do mundo a si usar me ajuda muita nas tarefas de vasa,5,2024-05-29 07:50:41,Photomath
Muito bom eu recomendo,5,2024-05-29 07:01:38,Photomath
É muito eficiente e rápido 👏🏽👏🏽.,5,2024-05-29 01:29:20,Photomath
"O app é muito bomm, resolve qualquer conta... porém se por exemplo eu n entender e queiser que app explique de uma jeito mais ""explicativo"" TEM QUE PAGARRR 🤧",4,2024-05-28 21:51:28,Photomath
Bom denaiz,5,2024-05-28 20:03:02,Photomath
Pior aplicativo,1,2024-05-28 18:30:02,Photomath
"Que aplicativo tão perfeito,com ela consigui resolver os meus cálculos",5,2024-05-28 17:30:56,Photomath
Excelente,5,2024-05-28 17:08:47,Photomath
Muito bom. Para saber resultados que você queria saber,5,2024-05-28 16:45:40,Photomath
Maravilhoso pra fazer lição de matemática recomendado 👍😁,5,2024-05-28 16:44:04,Photomath
"HORRÍVEL!!! LENTO, CHEIO DE BUGS, VAZA TODAS AS INFORMAÇÕES PESSOAIS!!!!",1,2024-05-28 12:58:15,Photomath
Muito bom em salvou várias vezes em matemática e recomendo para todos,5,2024-05-28 11:24:34,Photomath
È otimo esse aplicativo,5,2024-05-28 06:56:48,Photomath
Esse aplicativo e muito bom com ele EU aprede muita coisa so que voces podem fazer de quimica e fisica? Mas e muito bom,5,2024-05-28 03:38:29,Photomath
Tem que pagar pra tudo kkk,1,2024-05-27 21:19:33,Photomath
Em alguns momentos o aplicativo na consegui resolver problema já feitos nele mesmo,1,2024-05-27 20:54:32,Photomath
Muito bom ajuda MT eu ameiiii,5,2024-05-27 20:38:51,Photomath
Aplicativo muito bom 🥰🥰🥰😘😘😘😘😘,5,2024-05-27 19:35:23,Photomath
Muito bom...,5,2024-05-27 18:25:41,Photomath
"Eu gostei muito, e esse aplicativo esta me ajudando muito.",5,2024-05-27 18:09:07,Photomath
"Era tão bom, se não precisasse pagar...Antes tinha a ferramenta, sem pagar. Eu entendo que o app precisa se custear, pra se manter no mercado. Mas muitos jovens precisam dele pra estudar :(",2,2024-05-27 15:56:41,Photomath
Ótimo para validar resultados,5,2024-05-27 15:52:38,Photomath
Ótimo app pra estudar,5,2024-05-27 09:43:43,Photomath
Só falta resolver problemas matemáticos,4,2024-05-27 06:15:24,Photomath
"Muito útil,fácil de usar e não dá só a resposta,dá até uma explicação para o problema matematico! Recomendo para todos os estudantes",5,2024-05-26 23:09:10,Photomath
bom pra colar,5,2024-05-26 18:45:57,Photomath
Melhor aplicativo para matemática me ajudou muito eu estava instalado um monte procurando em bom ainda bem que achei esse adorei,5,2024-05-26 18:34:07,Photomath
"Sério, muito bom esse app ele passa direitinho as contas e as resposta muito obrigado Photomath vc me ajudou bastante",5,2024-05-26 15:32:56,Photomath
melhor aplicativo de todos mostra passo a passo e uma maravilha mais tem uma coisinha que faria ficar muito melhor e essa coisa é explicação por vídeo e imagina um professor ensinando por vídeo e essa foi o meu ponto de vista.,5,2024-05-26 15:26:28,Photomath
Maravilha,5,2024-05-26 12:22:16,Photomath
Muito bom me ajudou muito em muita operações de matemática,4,2024-05-26 12:14:13,Photomath
Muito bom me ajudou bastante,5,2024-05-26 10:45:00,Photomath
Poderia ser mais específico,4,2024-05-26 09:54:34,Photomath
Esse application is good,5,2024-05-26 08:44:11,Photomath
Aplicativo ótimo muito bom para resolver problemas difíceis!RECOMENDO!!!,5,2024-05-25 21:58:19,Photomath
"Muito bom, me ajudou muito nas aulas de Cálculos, com seu passo a passo , sensacional",5,2024-05-25 20:28:17,Photomath
"APP sensacional, é perfeito pra resolver e calcular problemas de matemática. APP me ajuda muito",5,2024-05-25 13:45:42,Photomath
bom de mais,5,2024-05-25 11:11:59,Photomath
"Simplesmente bom, recomendo que baixem é óptimo p'ra matemática.",5,2024-05-25 08:13:02,Photomath
Achei interessante,4,2024-05-25 04:25:06,Photomath
Mt bom,5,2024-05-24 23:19:32,Photomath
Muito bom.,5,2024-05-24 18:53:59,Photomath
muito bom super recomendo ✨️⭐️,4,2024-05-24 11:25:22,Photomath
Foi fantástico utilizar este aplicado,5,2024-05-24 09:15:00,Photomath
Muito bom amei😎❤️❤️😎,5,2024-05-24 07:34:42,Photomath
"Eu passei de ano ->8° pq esse app me ajudou em tudo, ele é bem legal além de te ajudar na resposta e a resolver",5,2024-05-23 22:32:50,Photomath
Ótimo de mais,5,2024-05-23 21:49:36,Photomath
"aplicativo bom , porém esses dias ele está me dando a resposta erradas nos deveres de matemática. eu gostava muito de usar este aplicativo e ele me ajudava a aprender mais do que na escola mas graças a esse problema o aplicativo está ruim . melhore pfv !",3,2024-05-23 21:20:39,Photomath
"Melhor aplicativo do mundo. Meu professor não sabe explicar a matéria direito, isso me ajudou mt kkkkk",5,2024-05-23 20:32:20,Photomath
Aplicativo maravilhoso,5,2024-05-23 20:24:52,Photomath
É um aplicativo muito simples de usar te ajuda muito principalmente se você tiver dificuldade em matemática eu super indico e é muito bom ter várias pessoas que precisam eu mesma preciso demais e eu vou falar para todo mundo sobre esse aplicativo.,5,2024-05-23 18:28:04,Photomath
Ajudou minha a minha filha a estudar melhor,5,2024-05-23 16:03:37,Photomath
Bom,5,2024-05-23 15:58:31,Photomath
Otimo sou professora e é uma ótima forma de fazer cálculos e ainda é gratuito,5,2024-05-23 13:28:31,Photomath
Faltou demonstrar os passos e ter mais métodos de resolução,3,2024-05-23 12:43:46,Photomath
APP muito bom sempre me ajuda nas dúvidas,5,2024-05-23 11:44:14,Photomath
"Maravilhoso, super recomendo",5,2024-05-23 11:20:38,Photomath
"Muito bom,ele mostra todos os tipos de cálculos e é bem fácil de usar",5,2024-05-23 10:24:34,Photomath
❤️,3,2024-05-23 09:15:15,Photomath
Incrível 👍🤩,5,2024-05-23 08:27:49,Photomath
Bom,5,2024-05-23 04:04:30,Photomath
Devo minha vida a esses aplicativo divino 🙏 só fé Tmj😔🤙👊,5,2024-05-22 21:52:47,Photomath
"O aplicativo é incrível!! Me ajudou muito a estudar, a única parte ruim é que tem que ter o Plus para ter algumas explicações, mas mesmo sem o plus ele ajudo muito!",5,2024-05-22 21:35:51,Photomath
Bom,5,2024-05-22 19:48:32,Photomath
"Pensava que esse app iria me decepcionar, porém não! É um aplicativo maravilhoso, com ótimas explicações. Falando sobre, no meu começo foi um pouco difícil de entender, porém depois peguei o jeito! Simplesmente ameii💗",5,2024-05-22 19:01:27,Photomath
"Ele era perfeito, mas infelizmente chegou esse negócio de ""photomath plus"" q, pra quase tudo tem que ter isso, até a explicação mn, se pelo menos a explicação fosse de graça...",1,2024-05-22 17:56:34,Photomath
"O que dizer, sem palavras",5,2024-05-22 17:23:36,Photomath
Good,5,2024-05-22 16:17:24,Photomath
Bom,4,2024-05-22 15:51:54,Photomath
Top. Este aplicativo evoluiu muito,5,2024-05-22 11:43:25,Photomath
Ótimo amei muito,5,2024-05-22 11:15:07,Photomath
"Amei muito,me ajuda muito nos deveres tambem",5,2024-05-22 10:17:11,Photomath
Muito bom,5,2024-05-22 09:33:17,Photomath
App e maravilhoso vou admitir sou péssima em matemática mas esse app ajuda a entender a matéria,5,2024-05-21 21:38:17,Photomath
O APP é incrível mostra todas as contas certas passo a passo melhor APP que tem,5,2024-05-21 20:55:35,Photomath
Me ajuda a aprender sobre novas matérias Relacionadas a matemática,5,2024-05-21 20:26:32,Photomath
Simplesmente incrível Uso deis de a 8° série e é muito bom,5,2024-05-21 17:32:10,Photomath
ameiii ajuda muito nas minhas tarefas 💗💗💗,5,2024-05-21 13:52:40,Photomath
"Uso muito o app, tem a possibilidade de ele te mostrar passo a passo o cálculo e ele ainda explica como foi feito, fazendo o aluno(a) entender o que está sendo mostrado e não apenas copiando.",5,2024-05-21 11:32:54,Photomath
App muito bom.,5,2024-05-21 11:29:48,Photomath
Ótimo,5,2024-05-21 11:02:29,Photomath
Extremamente útil!,4,2024-05-21 10:38:27,Photomath
Muito massa amo esse app 👏,5,2024-05-21 09:12:06,Photomath
Esse aplicativo é muito bom..,5,2024-05-21 08:59:33,Photomath
Muito bom me ajuda muito,5,2024-05-21 07:23:41,Photomath
Muito bom ajuda e muito,5,2024-05-21 03:25:08,Photomath
"Ameii me ajudou MT, além da resposta tem a explicação 😭🙌 KKKKKK ajudou meus estudos nmrl",5,2024-05-21 01:20:18,Photomath
Bom de mais cara ... Ajuda muito,5,2024-05-21 00:50:14,Photomath
Ygysah,2,2024-05-20 23:02:47,Photomath
👍🏻,5,2024-05-20 21:41:50,Photomath
"Eu ameiii!!! Super recomendo , é um app incrível para resolver problemas matemáticos , basta tirar a ft e já tem a resposta , melhor q esse app ñ tem.🤩",5,2024-05-20 20:44:06,Photomath
Recomendo para todo mumdo,5,2024-05-20 20:21:38,Photomath
Top,5,2024-05-20 20:07:15,Photomath
É bom🤠👍🏻,5,2024-05-20 19:21:14,Photomath
Melhor aplicativo para ajudar em questões de matemática!!!! Além da resposta existe diversas opções de detalhe em detalhe de como chegou em tal conclusão (resposta) pode baixar e vc jamais irá se arrepender!,5,2024-05-20 18:46:59,Photomath
Me ajudou muito em potenciação 🗿🍷,5,2024-05-20 17:35:04,Photomath
Este APP é muito bom aconselho a baixar se tivers problemas com a matemática. O problema é que o passo a passo não é bem fórmulado,4,2024-05-20 16:59:47,Photomath
"Sério, sem palavras para esse aplicativo, perfeito eu tava com muita dúvida em matemática em geral, quando baixei esse aplicativo mudou, tem a resolução perfeita, a calculadora ótima pra calcular, além de tudo isso, rápido, não tenho o que reclamar desse app. Ajudou muito, fora isso nāo tem anúncio, não trava. Vc tira foto rápido e já mostra os cálculos, resolução de uma forma muito fácil pra aprender. Recomendo baixar ajuda em todo cálculo matemático. Mto bomm.",5,2024-05-20 16:34:37,Photomath
O problema é que tem muitas limitações,1,2024-05-20 16:29:50,Photomath
Útil para as operações,5,2024-05-20 15:43:15,Photomath
"Ajuda muito, só deveria ter como resolver contas mais complicadas",4,2024-05-20 14:58:15,Photomath
"O app sempre foi maravilhoso, mas simplesmente do nada começou funcionar tudo só pra quem é plus! Um pouco chato porque questão super básicas que agente tem dúvida em resolver não consegue mais.",2,2024-05-20 14:34:28,Photomath
Gostei muito do aplicativo,4,2024-05-20 13:37:36,Photomath
"Muito bom e útil pra quem precisa aprender matemática. Assinei a versão plus. Mas, infelizmente, desde a última atualização, o app trava o tempo todo. Fala que não tem conexão com a internet, ou que está lento. Preciso fechar e abrir o app para cada vez que preciso resolver uma equação.",3,2024-05-20 12:55:19,Photomath
Me ensina muito tirei 9 na prova passada espero que tire 10 nessa,5,2024-05-20 11:15:13,Photomath
Exelente,4,2024-05-20 10:57:50,Photomath
"Perfeito,mas poderia ter as ferramentas do plus com vídeos séria ótimo",4,2024-05-20 09:55:18,Photomath
Adorei me ajudou muito,5,2024-05-20 09:49:23,Photomath
Melhor maneira de entender como faz,5,2024-05-20 07:44:51,Photomath
Muito bom tirou todas as minhas duvidas,5,2024-05-19 20:07:15,Photomath
O app não processa álgebra que envolve fatorial,2,2024-05-19 14:50:16,Photomath
Muito bom. Ajudou a perceber várias equações que eu não sabia mas agora sei muito bem,5,2024-05-19 13:19:47,Photomath
Horrível nunca consegue compreender os problemas,1,2024-05-19 12:08:03,Photomath
Muito ruim nao da resposta certa,1,2024-05-18 13:00:57,Photomath
O app é incrível melhor que o brainly muito top me ajudou e estar me ajudando demaissssssss😜😉☺️,5,2024-05-18 09:55:33,Photomath
Ótimo app para alunos dos 7 e 8 anos,5,2024-05-17 23:39:53,Photomath
N funciono,1,2024-05-17 17:22:28,Photomath
Ameiiiiiiiiiiiii,5,2024-05-17 14:52:18,Photomath
"É muito bom, além de ser prática eu Aprendi muito",4,2024-05-17 13:07:45,Photomath
Muito bom Conte a resposta certinha adorei Se você usar você vai acertar em todas as respostas de matemática fique feliz por isso amei.,3,2024-05-17 08:39:07,Photomath
"Esse app já foi incrível, mas agora tem que pagar pra descobrir a solução do problema? Então do que adianta instalar esse app?",1,2024-05-17 01:45:08,Photomath
Muito bom eu amei,5,2024-05-16 21:31:16,Photomath
😍,5,2024-05-16 21:28:53,Photomath
Muito bom me ajuda muito nos estudos e para entender a conta,5,2024-05-16 21:03:09,Photomath
"Ele é incrível, ele mostra as contas passo a passo e ajuda a entender, muita gente vais usar pra ver a resposta direto, mais ele e mt bom, o único problema é o plus, seria melhor se algumas tivessem a explicação grátis",4,2024-05-16 20:40:27,Photomath
Está me ajudando muito,5,2024-05-16 20:01:42,Photomath
Muito legal em contas difices,3,2024-05-16 19:37:58,Photomath
"App perfeito, eu queria aplicativo que me explicasse para eu entender e não só me desse a resposta, ele esta aí pra isso e também tem outras funções muito interessantes. A câmera é perfeita, tudo muito prático e rápido",5,2024-05-16 18:17:29,Photomath
Ajuda muito nas lições,3,2024-05-16 17:23:49,Photomath
Muito bom,5,2024-05-16 15:38:08,Photomath
"Era ótimo pra ajudar as crianças, agora precisa pagar, acabou com o app.",1,2024-05-16 12:17:32,Photomath
"Era muito bom, pois explicava o passo a passo do problema. Agora se quiser esse recurso tem que pagar",3,2024-05-16 09:37:13,Photomath
Slk mt bom gozei,5,2024-05-16 08:52:28,Photomath
Ótimo excelente muito bom👍,5,2024-05-16 08:18:20,Photomath
Bom,4,2024-05-16 07:59:41,Photomath
Muito eficaz e ajuda muito.,5,2024-05-16 07:56:11,Photomath
Ajuda muito esse app só o que tenho a dizet,5,2024-05-16 07:23:09,Photomath
"Muito útil mesmo, quando instalei pensei que apenas responderia os cauculos, porém além disso ele ainda de traz otimas explicações",5,2024-05-16 07:00:39,Photomath
O aplicativo é bom,2,2024-05-16 05:17:47,Photomath
Ótimo ➕➖➗📐🔢🟰,5,2024-05-16 02:53:25,Photomath
"Amei,MT explicativo",5,2024-05-15 23:34:19,Photomath
Muito obrigada 🥰 vc mim ajudar. Muito,5,2024-05-15 18:58:13,Photomath
Muito bom,5,2024-05-15 18:45:53,Photomath
Muito bom me ajuda muito nas tarefas de matemática,5,2024-05-15 18:01:15,Photomath
Obrigada,5,2024-05-15 17:12:26,Photomath
É um app incrível e fácil de usar sem problemas e altamente eficiente,5,2024-05-15 16:45:18,Photomath
"App muito fácil de usar, faz quase todo tipo de conta, poucos anúncios, ensina passo a passo como fazer as contas.",5,2024-05-15 16:30:09,Photomath
"Eu amei, achei o App muito bom, ele me ajuda muito, ele te da a resposta é a resolução do problema, o App é realmente ótimo.",5,2024-05-15 14:20:18,Photomath
Ótimo para tarefas difíceis e ainda explica e te dá a resposta,5,2024-05-15 13:34:40,Photomath
Ajuda bastante,5,2024-05-15 11:22:41,Photomath
Perfeito amigos,5,2024-05-15 10:45:15,Photomath
Boa,5,2024-05-15 08:51:58,Photomath
Uhuuuuullll!!!!!,5,2024-05-15 01:32:30,Photomath
Melhor app pra quando tu estiver com dúvida em uma questão do livro de matemática,5,2024-05-14 22:06:41,Photomath
"Está péssimo, uso o app a anos mas nas últimas atualizações o app não mostra detalhadamente as resoluçõe de forma gratuita. Estou cansada de apps que invés de fazer funcionalidades novas e cobrar por elas, simplesmente pegam uma funcionalidades que era gratuita a ANOS e de repente fica exclusiva pra assinantes. Vou desinstalar o app e instalar uma versão antiga.",2,2024-05-14 20:16:22,Photomath
"O app é perfeito, n tem anúncios tem as respostas certas com a explicação. É o melhor pra qm procura a resposta e tbm a explicação!",5,2024-05-14 20:09:53,Photomath
Coloquem tema escuro na calculadora plmds😞,3,2024-05-14 19:59:49,Photomath
Muito bom me ajudou dms indico muito,5,2024-05-14 19:55:53,Photomath
Muito bom,5,2024-05-14 18:22:19,Photomath
Poderia ser um aplicativo desse Respostas certa Vou testar mas se não ⛔,1,2024-05-14 17:21:06,Photomath
Muito bom melhorei muito,5,2024-05-14 16:15:57,Photomath
