texto,nota,data,app,sentimento,tamanho,palavras,ano_mes
"no tablet ele fecha e saí da conta sozinho e não consigo mais conectar, tenho q ficar mais de 1 semana sem assistir as aulas pq ele n conecta na conta",3,2024-12-10 19:29:05,Udemy,Neutro,150,31,2024-12
QWERTY,3,2024-07-27 17:15:58,Google Classroom,Neutro,6,1,2024-07
"Cara, estou chateada. Antes era gratuito e do nada, é obrigatório pagar para aprender a como resolver os cálculos. 😢 Não entendi essa.",3,2025-05-25 15:10:57,Photomath,Neutro,134,23,2025-05
"olha o app parece ser bom mais o único problema é que o app está ""bugado""",3,2019-01-20 22:38:08,Khan Academy,Neutro,73,16,2019-01
"Estou tendo alguns problemas em relação ao player da plataforma( simplesmente não dá pause), acredito que seja por conta da má optimização aos aparelhos celulares, ainda irei usar pelo desktop e avaliar essa comparação entre as duas plataformas, fora esse problema, muito satisfeito com a udemy e seus cursos.",3,2022-08-30 17:58:54,Udemy,Neutro,309,49,2022-08
"Se apresenta como um aplicativo gratuito, mas só é até certo ponto. Após algumas lições fiquei impossibilitada de realizar qualquer coisa caso não assinasse o plano pago. Boa proposta de aplicativo, mas se for assim que coloquem como aplicativo pago",3,2025-05-13 12:35:41,Babbel,Neutro,249,40,2025-05
"Não é ruim mas poderia melhorar, vamos supor você vai fazer um resumo (um flash card) você pode até colocar resposta certa mas você tem que colocar a resposta que você tinha dito entendeu você não pode me dar as coisas.",3,2024-11-13 22:56:35,Quizlet,Neutro,219,41,2024-11
Eu dou a resposta correta. Mas dr uma forma completa. Como se estivesse respondendo uma prova. E ele fala que está errado. E dá a certa. Mas a certa dele consta tudo que falei na minha resposta. Só que a dele é curta e direta.,3,2024-11-24 17:56:00,Quizlet,Neutro,226,45,2024-11
Um app mto bom porém as turmas e atividades não estão atualizando eu n consigor ver as atividades que chegam pq n atualiza deixando app inútil,3,2023-09-11 13:37:15,Google Classroom,Neutro,142,26,2023-09
"Eu pensei que o app era mais completo, só que não falta muitas coisas para ficar mais completo",3,2025-03-05 17:34:20,Photomath,Neutro,94,18,2025-03
"Eu gostei, Mas poderia ser melhor",3,2025-03-18 22:48:22,Quizlet,Neutro,33,6,2025-03
"O APP é até bom, porém não posso assistir em velocidade superior a 1x em pleno 2025, são coisas básicas que tinha que ser ter em vídeos. Para mim que sou acostumado a assistir aulas em 2x isso é um terror.",3,2025-02-24 12:16:57,Udemy,Neutro,205,41,2025-02
"The app itself is great, we have incredible promotions, the courses are great, but the playback of content via Chromecast is bad, it can be improved.",3,2025-06-22 18:52:11,Udemy,Neutro,149,26,2025-06
"gosto do app, mais poderia ser melhor !!",3,2026-04-01 16:59:53,Hotmart Sparkle,Neutro,40,8,2026-04
"Gosto muito do app, ele me ajuda bastante nos estudos. Mas a edição dos flashcards precisa melhorar. Não há barra de rolagem tradicional, e só dá pra subir o texto clicando com o cursor, o que é impreciso. Às vezes, ao fazer isso, o app pula pra outro flashcard, mesmo eu clicando dentro do atual. Seria melhor se o app abrisse o cartão individualmente, com rolagem normal. Isso tornaria a edição muito mais prática.",3,2025-04-21 16:16:47,Quizlet,Neutro,416,74,2025-04
não estou conseguindo abrir os arquivos,3,2025-11-09 12:29:07,Google Classroom,Neutro,39,6,2025-11
"o app poderia ter a opção de ampliar a tela com os dedos, pq na maioria dos cursos que me inscrevi, de informática,, as letras ficam muito pequenas, pois são feitos para pc.",3,2025-04-16 20:04:14,Udemy,Neutro,173,33,2025-04
"o aplicativo é muito bom, mas ele tem apresentado um travamento, quando eu aperto no microfone pra iniciar a minha fala no diálogo simplesmente trava e não da mais pra continuar, espero que resolvam isso logo pq o aplicativo em si é ótimo",3,2025-06-15 15:14:14,Babbel,Neutro,238,43,2025-06
O aplicativo fica com bug na hora de entrar fica com a tela branca só reiniciando o celular que volta,3,2024-03-22 17:57:25,Babbel,Neutro,101,20,2024-03
Parar de pedir ou interromper para pagar o aplicativo.!,3,2026-03-10 21:06:30,Quizlet,Neutro,55,9,2026-03
"Vamos começar,olha pra quem é do 6 ano é bem difícil de entender, porque no começo pede código de turma,e não tem modo escuro,as vezes não tá para passar para o lado porque o aplicativo buga, além dessas coisas dificuldarem o aplicativo é muitooooooooo ruim para ler porque no celular as vezes acaba travando muito.",3,2024-04-03 13:51:04,Google Classroom,Neutro,315,55,2024-04
"Uso o Khan na escola, mas em casa não consigo entrar na conta, toda hora fica dando algo errado sendo que todas as informações estão certas! Poderiam me dizer o que eu posso fazer?",3,2022-07-25 19:34:25,Khan Academy,Neutro,180,34,2022-07
"aff, tá em inglês",3,2024-11-04 21:48:13,Quizlet,Neutro,17,4,2024-11
E bom mais nn envia as atividades,3,2023-04-13 20:28:53,Google Classroom,Neutro,33,7,2023-04
"Falta uma maior integração entre o site e o aplicativo. Criei algumas listas para categorizar os cursos, mas no aplicativo não é possível visualizar os cursos pelas categorias criadas no site. Fica faltando um recurso importante para selecionar o que vamos baixar para estudar off-line.",3,2024-09-04 11:51:31,Udemy,Neutro,286,45,2024-09
"Tem bons cursos, porém os cursos pagos deixam a desejar. As formas de pagamento são muito limitadas, o que me impossibilita de adquirir. Quero comprar alguns cursos, mas não tem a opção de comprar no débito ou comprar no pix. Isso é muito ruim. Seria legal atualizar as formas de pagamento para facilitar as compras.",3,2024-05-31 10:12:03,Udemy,Neutro,316,55,2024-05
"Os cursos são muito bons, fiz um de manutenção de celular gostei muito só que tem um problema são muito desatualizado os aparelhos que o professor ensina a arrumar",3,2024-01-07 21:01:36,Udemy,Neutro,163,29,2024-01
"Eu gosto do app ,mas queria saber se os certificados são válidos e autorizados por lei, e não só uma forma de dizer que você concluiu sua meta",3,2023-09-01 10:14:14,Udemy,Neutro,142,28,2023-09
"Já foi muito bom no passado recente, mas agora o app trava com muita frequência.",3,2023-04-14 19:29:25,Khan Academy,Neutro,80,15,2023-04
não consigo entrar no meu estudo toda hora pássaro negocio na minha tela de quizlet plua eu não quero quizlet Plus,3,2025-04-21 19:36:47,Quizlet,Neutro,114,21,2025-04
"está,sempre a pedir pra aumentar a ofensiva mas ele tem que entender que eu não sou obrigado sempre a fazer.",3,2026-04-01 13:21:19,Duolingo,Neutro,108,20,2026-04
"Minha avaliação foi 3 estrelas pois para mim não teve utilidade pelas coisas que eu pesquisei saibam que esse aplicativo é bem interessante mas para mim não ter utilidade como eu já havia dito recomendo muito apesar de eu não ter visto nenhuma utilidade qualquer coisa que você pesquisa tem um material de estudo perfeitinho para você estudar e lembrar das coisas que você estudou fora isso tem o modo gratuito e o modo pago eu optei pelo modo gratuito não sei como é eu pago, mais experiente ,valeu",3,2024-11-23 19:19:34,Quizlet,Neutro,499,89,2024-11
"A ideia é boa, porém só da pra fazer duas atividades e escutar 1 podcast. Depois de fazer as duas atividades, as próximas estão bloquiadas e tem que pagar!! O app era muito bom e é fácil de entender, atividades muito boas. Porém, só poder fazer 2 atividades e depois ter que pagar para desbloquear os outros exercícios, é muito ruim.",3,2023-07-31 11:23:04,Babbel,Neutro,333,61,2023-07
"App bom, mas nao consigo fazer as videos chamadas, estou atualmente testando o max mas a opção dos videos nao aparecem...na verdade desapareceram desde o inicio do teste, isso é beem frustrante...",3,2026-04-03 23:22:29,Duolingo,Neutro,196,32,2026-04
Não consigo sequer logar na minha própria conta,3,2023-05-30 07:02:54,Udemy,Neutro,47,8,2023-05
foi bom mais estou decepcionado pelo fim das aulas ao vivo,3,2025-06-24 15:32:56,Babbel,Neutro,58,11,2025-06
"é bom mas ta faltando historia, geografia, filosofia e etc.",3,2019-03-09 15:45:35,Khan Academy,Neutro,59,10,2019-03
"Boa aplicação, uso diariamente com os meus alunos. Porém, deixou de dar para atualizar. Já pensei em desinstalar e voltar a instalar, mas não posso correr o risco de depois não dar para instalar, pois preciso mesmo de ter acesso à app no telemóvel.",3,2023-05-25 04:11:00,Google Classroom,Neutro,248,44,2023-05
"Embora certamente é melhor que algo como DL, ainda deixa muito a desejar. Recentemente fui retornado a Lições que já havia concluído. Por quê? Não me foi dito. Não há transparência. Se tenho algumas dúvida quanto a gramática, tenho de procurar manualmente nas Lições, pois estas estão separadas por tema de vocabulário abordado, e não a parte gramatical que ensinam. Se vangloriam do fluxo de ensino, mas se algo dá errado, ou há uma dificuldade , o usuário não tem qualquer respaldo.",3,2026-03-23 08:32:16,Babbel,Neutro,484,82,2026-03
gosto muito mas acho um pouco complicado de usa deveriam fazer um manual de instruções para usá-lo,3,2025-06-16 23:38:16,Quizlet,Neutro,98,17,2025-06
"Deixei de usar por conta que não permite pagar com pix, fica obrigando usar cartão ou Google pay. Se eu não posso pagar com pix prefiro consumir um conteúdo numa plataforma que aceite.",3,2025-09-01 19:49:11,Udemy,Neutro,184,33,2025-09
agora o aplicativo fica pedindo para autenticar toda hora.,3,2024-11-05 08:06:47,Udemy,Neutro,58,9,2024-11
Precisa de outro método Por exemplo: Botar número inteiro,3,2024-09-23 19:10:54,Photomath,Neutro,57,9,2024-09
Aplicativo demorando muito para reconhecer a fala.,3,2024-08-29 14:15:49,Babbel,Neutro,50,7,2024-08
"quando eu tô escrevendo os termos e eles sao curtos, simplesmente não consigo por a resposta e preciso ficar saindo e entrando do projeto. o app parece um Spotify fazendo funções básicas se tornarem um privilégio Premium. Enfim, não usufruo de outras funções pois não tenho interesse porém a única função q eu uso não funciona e agora eu tô eh bravakkkkkkkkkkk enfim, melhorem isso ai q o app fica show.",3,2025-04-02 23:57:22,Quizlet,Neutro,403,71,2025-04
O app está bem diferente. Não é possivel escolher outo idioma para estudar? Eu não encontro.,3,2023-04-23 01:53:23,Babbel,Neutro,92,16,2023-04
Atualizar pro 2 série do fundamental 👍,3,2024-06-26 20:00:31,Google Classroom,Neutro,38,7,2024-06
só não gosto do novo sistema de energia limitada pra conseguir mais dinheiro através de assinaturas. antigamente dava pra passar horas estudando e o rendimento era melhor.,3,2026-04-03 13:24:25,Duolingo,Neutro,171,27,2026-04
"O aplicativo é muito bom e deixa extremamente mais fácil estudar, as aulas são fáceis de entender e as atividades são boas. Porém, eu não acho muita coisa de matérias como história. Eu gostaria que algumas matérias a mais fossem adicionadas, como história, já mencionada antes. Tirando isso, tudo perfeito no aplicativo!",3,2022-11-16 21:45:49,Khan Academy,Neutro,320,52,2022-11
Tinha que ter parceria com o site Brasil Escola.,3,2025-08-10 06:07:16,Khan Academy,Neutro,48,9,2025-08
Irei pagar pra aprender inglês?,3,2023-09-01 23:01:40,Babbel,Neutro,31,5,2023-09
"A plataforma é muito boa, mas agora está cheia de anúncios. Às vezes um anúncio sobrepõe outro e tenho que reiniciar o app.",3,2026-04-03 19:27:29,Udemy,Neutro,123,23,2026-04
atualizem de novo. Está travando direto no jogo de xadrez sempre que estou ganhando!,3,2026-04-05 10:27:39,Duolingo,Neutro,84,14,2026-04
Sei lá c é bom kkkk,3,2022-04-20 10:58:09,Khan Academy,Neutro,19,6,2022-04
"Muito bom,para fixação de conteúdos,mais tem muito o que melhorar na parte da hora de corrigir as respostas que os alunos marcam,por que muitas vezes está correto e ele marca como errado.",3,2025-08-27 08:42:41,Khan Academy,Neutro,187,32,2025-08
o ruim é que ele fica falando a hora toda pra assinar o photomath Plus mas tirando isso ele explica as coisas de um jeito fácil de entender,3,2025-05-08 21:24:59,Photomath,Neutro,139,28,2025-05
"plataforma muito boa, porém alguns cursos tem o problema com instrutores descomprometidos que não dão suporte, prometem um curso completo porém entregam um curso de YouTube com PDF que encontramos gratuitamente na Internet. ex. curso de SAP com o ""professor "" Manuel Ernesto C. promete acesso ao servidor porém o servidor está bloqueado, e nem para responder as pessoas que pagaram pelo curso ele se presta.",3,2026-01-19 11:35:07,Udemy,Neutro,407,66,2026-01
rretirar uz anunciuz pra liberar u rréstu i liderar u rrãnking,3,2026-04-05 18:44:16,Duolingo,Neutro,62,11,2026-04
o site é tão bom porém o app se limita demais,3,2019-01-21 14:27:27,Khan Academy,Neutro,45,11,2019-01
sempre agradável,3,2026-02-05 22:24:29,Hotmart Sparkle,Neutro,16,2,2026-02
Paguei até gostei,3,2025-01-27 10:36:37,Babbel,Neutro,17,3,2025-01
"Falta de acessibilidade para quem não tem condições de pagar o plus, que coisa sem sentido. Eu amo como o aplicativo ensina o passo a passo, realmente posso revisar meus estudos com ele,mas agora tenho que pagar para tê-lo?perdeu mutos pontos comigo",3,2024-04-17 14:47:55,Photomath,Neutro,249,42,2024-04
eu gostava muito do aplicativo antes mas agora quase todos os aplicativos precisam usar dinheiro e ele foi um desses antes não precisava pagar para ter as respostas e as conclusões mas agora precisa pagar e eu não gostei nem um pouco disso,3,2024-06-05 13:32:37,Photomath,Neutro,239,43,2024-06
"O app é bom, decidi dar uma olhada, já faço faculdade, mas testei a parte do primeiro ano, e vi que na parte de dizer se é médida, ordem, identificação ou quantidade Tinha questões em que a resposta era mesida mas só aparecia a opção código e quantidade",3,2023-09-12 23:48:25,Khan Academy,Neutro,253,48,2023-09
"a um tempo atrás estava usando o aplicativo tranquilamente, agora ele carrega e logo após fecha. Tem como ajudar nisso?",3,2020-09-17 06:01:20,Khan Academy,Neutro,119,20,2020-09
perdi minhas ofensivas mais recomendo para quem quer aprender!🩷,3,2026-04-04 17:43:08,Duolingo,Neutro,63,9,2026-04
"Eu adorava esse app, me ajudava muito porém hoje fui usar e percebi que precisava pra pagar pra fazer algumas contas. Eu antes daria 5 estrelas porém não tenho condições de pagar pois sou criança então darei menos estrelas!",3,2024-02-25 11:09:21,Photomath,Neutro,223,39,2024-02
lehao,3,2020-04-13 18:53:54,Khan Academy,Neutro,5,1,2020-04
Eu adorei,3,2020-08-14 18:36:03,Khan Academy,Neutro,9,2,2020-08
"O reconhecimento de fala precisa melhorar MUITO. Estou fazendo aulas de italiano e muitas vezes enrosco em coisas básicas como ""sì"" ou ""tu"", que o app simplesmente não consegue entender. Agora enrosquei numa pergunta básica ""Sei di Lecce?"", que o app não conseguia reconhecer minha fala. Fui no Google tradutor e falei várias vezes do mesmo jeito e ele entendeu perfeitamente em todas.",3,2024-09-28 14:38:49,Babbel,Neutro,385,63,2024-09
muito bom,3,2026-04-06 13:04:41,Duolingo,Neutro,9,2,2026-04
Desorganizado e difícil de acessar,3,2020-04-02 02:59:24,Khan Academy,Neutro,34,5,2020-04
não consigo pagar com pix,3,2025-12-18 09:51:29,Udemy,Neutro,25,5,2025-12
"Gostaria que dessem um jeito de não travar o app no final de cada axercicio feito ,assim a gente até desanima com o app que tem conteúdos bons",3,2018-10-02 15:03:04,Khan Academy,Neutro,142,28,2018-10
"Não consigo logar no aplicativo, sem pre que tento logar aparece uma mensagem afirmando que o email está incorreto",3,2023-01-08 01:07:39,Udemy,Neutro,114,19,2023-01
Good,3,2025-05-08 06:52:47,Photomath,Neutro,4,1,2025-05
não está abrindo de primeira mais tem que ficar tentando várias vezes pra entrar,3,2025-10-19 16:08:56,Google Classroom,Neutro,80,14,2025-10
muito bom este aplicativo eu recomendo 👏👏👏😁😁,3,2025-07-06 13:40:48,Babbel,Neutro,44,7,2025-07
Excelente,3,2025-02-04 13:36:29,Photomath,Neutro,9,1,2025-02
esta app chamada duolingo é das melhores mas me podem espelicar porque o duolingo se voce nn jogar ele moda de rosto hm...🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨😐🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨🤨 ou deixar minha irma escrever e esta app é muito ma eu temto pasar de nivel mas ele buga e depois eu fico assim🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬fico muito pt,3,2026-04-01 14:44:45,Duolingo,Neutro,338,49,2026-04
"excelente ferramenta, mas infelizmente não estou conseguindo entrar no app",3,2025-03-28 15:05:34,Udemy,Neutro,74,10,2025-03
"Estou gostando bastante do app, porém o meu microfone não está funcionando durante as lições. O microfone está funcionando perfeitamente nos outros apps. Espero que resolvam o quanto antes.",3,2025-05-09 14:19:45,Babbel,Neutro,189,29,2025-05
Caro demais,3,2024-09-17 15:50:33,Babbel,Neutro,11,2,2024-09
"Eu gostei, estou a estudar biologia no APP e as explicações não são as melhores, eu penso que as aulas poderiam ser melhores e os exemplos poderiam ser outros, e sem contar que a pessoa que está a explicar fala rápido e eu fico sem entender algumas coisas.",3,2018-11-29 06:33:55,Khan Academy,Neutro,256,48,2018-11
"Estou conseguindo ver as aulas no celular e apesar de dar a opção de fazer download no celular, não consigo ver no computador, ou na minha smartv através do site mesmo abrindo o site no computador ou televisão. O conteúdo é pouco. Sou corretor e fotógrafo profissional. Não tem conteúdo escrito. só um artigo.",3,2023-11-04 11:39:35,Udemy,Neutro,309,54,2023-11
melhorar no cálculo,3,2025-07-27 15:47:28,Photomath,Neutro,19,3,2025-07
"a função ""abrir com..."" não está abrindo e eu acabei de atualizar. verifiquem por gentileza.",3,2025-06-28 15:04:03,Google Classroom,Neutro,92,15,2025-06
Eu gosto do Roberto nunes,3,2024-03-11 12:42:51,Google Classroom,Neutro,25,5,2024-03
Too expensive,3,2024-03-31 13:45:02,Babbel,Neutro,13,2,2024-03
"aplicativo bom, porem, para muitos estudantes é impossível pagar todas as funções do app, oq os leva a procurar outros sistemas de melhor benefício. se houvesse menos cobrança e mais foco em aulas poderia ser melhor",3,2024-08-20 22:48:53,Photomath,Neutro,215,36,2024-08
"O app é bom, dá pra aprender muito nele, porém não tem polonês para o Brasil. Queria que colocassem pois eu adoraria aprender polonês mas não quero ser 100% fluente em inglês para ter que aprender polonês. Só isso e a energia do app que me incomoda, de resto é bom!",3,2026-04-02 20:07:28,Duolingo,Neutro,265,51,2026-04
Até que bom,3,2024-10-01 12:46:10,Google Classroom,Neutro,11,3,2024-10
"Muito bom e útil pra quem precisa aprender matemática. Assinei a versão plus. Mas, infelizmente, desde a última atualização, o app trava o tempo todo. Fala que não tem conexão com a internet, ou que está lento. Preciso fechar e abrir o app para cada vez que preciso resolver uma equação.",3,2024-05-20 12:55:19,Photomath,Neutro,287,51,2024-05
"O curso no geral é bom, porém senti falta de poder escrever em inglês, eu fico basicamente apertando botões pra ""escrever"" a frase em inglês",3,2025-11-24 08:46:56,Babbel,Neutro,140,25,2025-11
"Deem a opção de nós alunos arquivarmos as turma no nosso mural, isso facilita o acesso das matérias atuais e fica menos poluído esse menu. Muitos professores após o término da disciplina não arquiva e isso nos prejudica.",3,2024-02-02 12:46:21,Google Classroom,Neutro,220,38,2024-02
"não consigo baixar os arquivos que os professores mandam, ele pede uma atualização do drive, que não tem atualizações disponíveis",3,2023-03-27 13:23:42,Google Classroom,Neutro,129,20,2023-03
Terminei o curso e até agora ND do certificado de conclusão preciso de resposta ou informação,3,2025-03-07 06:42:56,Udemy,Neutro,93,16,2025-03
Tem muitos problemas que ela não consegue resolver.,3,2024-02-26 05:09:03,Photomath,Neutro,51,8,2024-02
muitos travamentos na utilização do app,3,2022-07-14 06:08:10,Udemy,Neutro,39,6,2022-07
"Tem muitas perguntas que ele nao consegue resolver e nao mostra os passos a passos das que ele consegue, afinal eu tambem quero aprender!",3,2024-04-29 13:56:56,Photomath,Neutro,137,24,2024-04
App has been updated and does not work in my device anymore. It stopped today. Samsung Se20 fe.,3,2023-02-15 09:53:56,Udemy,Neutro,95,18,2023-02
não consigo assistir os vídeos baixados sem internet,3,2024-04-25 08:13:47,Udemy,Neutro,52,8,2024-04
"O app desconecta da conta (login) o tempo todo. Vocês precisam entender que temos mil senhas de tudo quanto é conta por aí, portanto, nos esquecemos com facilidade e quase que toda vez acaba sendo necessário redefinir a senha. Cansativo.",3,2024-12-03 07:16:30,Udemy,Neutro,237,40,2024-12
"A plataforma Udemy é excelente para aprender, porém a versão mobile não dá pra utilizar pelo menos no meu dispositivo, trava o tempo todo e só ouço o áudio sem ver vídeo algum,é bem desagradável.",3,2022-12-25 18:43:29,Udemy,Neutro,195,35,2022-12
"Não consigo realizar a assinatura. Um erro aparece informando que devo conferir o país na Play Store, talvez porque está configurado com Brasil e no momento estou nos Estados Unidos, mas não sei por qual motivo, uma vez que consigo realizar assinaturas em outros aplicativos normalmente.",3,2024-09-22 14:33:40,Babbel,Neutro,287,46,2024-09
"excelente, estou aprendendo muito.",3,2026-04-02 21:15:46,Duolingo,Neutro,34,4,2026-04
"eu estou aprendendo inglês muitas palavras e frases mas na hora da fala é muito rápido não dá pra entender, pois é muito rápido. para pronunciar depois.",3,2025-12-27 20:20:17,Babbel,Neutro,152,27,2025-12
A pronúncia de algumas palavras não são semelhantes ao inglês americano.,3,2026-02-21 08:43:50,Babbel,Neutro,72,11,2026-02
"Bom mas não aceita no pc a entrada de play e pause pelo fone igual o YouTube, isso faz com que eu não consiga parar a aula de yoga se não levantar e apertar no teclado",3,2024-08-23 16:11:00,Udemy,Neutro,167,36,2024-08
"O conteúdo de matemática é bem completo, mas ainda falta o mesmo empenho para as outras matérias, como as classificadas em ciências, e faltam várias disciplinas básicas como história, geografia e português por exemplo, além de algumas específicas como marketing, oratória, administração, TI, vendas, etc. O APP só precisa ser mais completo.",3,2019-02-22 07:55:06,Khan Academy,Neutro,340,52,2019-02
Preciso de mais explicações sobre os conectivos. Não sei como fazer outras frases.,3,2024-05-09 18:42:32,Babbel,Neutro,82,13,2024-05
dso falta disponibilizar imagem na versão gratuita,3,2025-04-25 19:48:47,Quizlet,Neutro,50,7,2025-04
"não entendi o quizlet ,não consigo fazer outras perguntas.",3,2025-02-02 16:26:23,Quizlet,Neutro,58,9,2025-02
"gente o app não funciona? eu cliquei várias vezes para entrar no curso e ficou carregando por mais de 30 minutos, minha internet está em um ótimo estado.",3,2023-05-19 15:09:32,Babbel,Neutro,153,28,2023-05
"MT bom, o problema e que tem muitos anúncios e agora pra fazer lições precisa de energia, antes era melhor",3,2026-04-06 07:21:19,Duolingo,Neutro,106,20,2026-04
É mais ou menos porque ele pode te dar a resposta mas você quer aprender então você não usa ele muito mas era bom quando você tiver fazendo lá se você quiser conferir é bom,3,2024-06-13 11:20:11,Photomath,Neutro,172,35,2024-06
The payment methods available in the smartphone doesn't include Pix or other methods available on the website,3,2024-11-23 15:19:14,Udemy,Neutro,109,17,2024-11
Achei que o app perdeu qualidade com relação a 2020 por isso peço cancelamento.,3,2023-07-03 12:29:57,Babbel,Neutro,79,14,2023-07
esse ap tem poucas materias,3,2019-03-21 11:04:01,Khan Academy,Neutro,27,5,2019-03
travou sem motivo nenhum,3,2023-05-22 11:34:43,Udemy,Neutro,24,4,2023-05
"Atividades vivem bugando, vídeos não explicam quase nada e mais deixam dúvidas! Mudem isso!",3,2023-07-11 13:14:23,Khan Academy,Neutro,91,14,2023-07
esse aplicativo eu muito bom mais tem um porem tem que pagar para ver as resposta mais fora isso eu recomendo,3,2025-10-01 18:51:44,Photomath,Neutro,109,21,2025-10
"A plataforma é boa, não vou mentir. Mas mudaram para um certificado muito feio! 😭 Cadê aquele com a bordinha",3,2022-10-21 00:30:10,Udemy,Neutro,108,20,2022-10
o app não disponibiliza o modo escuro! péssimo p estudar a noite,3,2023-03-29 00:13:44,Babbel,Neutro,64,12,2023-03
"Gostei do app ajuda muito , saí muito bem as imagens e resolve com maiores detalhes e apresenta gráficos . Pra mim é bom o APP.",3,2024-06-19 07:46:34,Photomath,Neutro,127,26,2024-06
excelente,3,2026-03-15 01:33:15,Photomath,Neutro,9,1,2026-03
"os pdfs nao ficamsalvos onde parei os estudos, tenho sempre que passar pg por pg",3,2026-04-06 05:08:50,Hotmart Sparkle,Neutro,80,15,2026-04
"consegui logar no meu celular, mas no celndo meu filho não entra de forma alguma",3,2026-02-24 07:57:24,Google Classroom,Neutro,80,15,2026-02
I love Khan Academy and this app is really good for learning. But some tests or questions are taking forever to load on the tablet.,3,2021-02-16 10:50:47,Khan Academy,Neutro,131,25,2021-02
nada contra mais no começo não serviu pra mim,3,2025-07-01 21:11:49,Quizlet,Neutro,45,9,2025-07
um pouco limitado pra você conseguir bater um papo em outra língua,3,2026-04-06 22:17:19,Duolingo,Neutro,66,12,2026-04
Metade das vezes o vídeo não carrega!,3,2025-08-22 08:38:02,Udemy,Neutro,37,7,2025-08
"Ótimo, pena que é pago",3,2024-11-03 10:34:24,Photomath,Neutro,22,5,2024-11
Minhas aulas salvas foram apagadas por uma atualização uma vez.,3,2020-06-01 12:56:32,Khan Academy,Neutro,63,10,2020-06
"Desculpa, mas, ninguém vai querer usar esse aplicativo por causa da nova atualização, "" plus/pro "" , antes era tão bom, eu tenho tanta dificuldade em matemática (estou no telefone da minha vó), e isso me chatea muito...",3,2024-03-19 22:24:23,Photomath,Neutro,219,38,2024-03
Não consigo entrar através do app coloco meu e-mail mas na hora de colocar a senha ele fecha o teclado e eu não consigo digitar,3,2023-03-15 08:30:41,Udemy,Neutro,127,25,2023-03
"gosto muito do app. mas tá dando vários bugs de etapas concluídas que não são marcadas, e recarrego as energias com cristais, os cristais somem e a energia não recarrega.",3,2026-04-06 10:51:05,Duolingo,Neutro,170,30,2026-04
"Não estou conseguindo acessar o app sumiu do nada , e preciso usar muito devido a faculdade. Alguém poderia ajudar?",3,2023-04-18 19:02:59,Google Classroom,Neutro,115,20,2023-04
ajuda mais as vezes mais atrapalha,3,2025-07-01 00:15:56,Photomath,Neutro,34,6,2025-07
ótimo,3,2023-10-03 12:11:37,Google Classroom,Neutro,5,1,2023-10
"Olha, não me entendam mal, a Udemy é uma excelente plataforma de aprendizado e recomendo a todos. Mas se quiserem ter uma experiência mais rica, utilizem a versão de desktop da plataforma. Infelizmente a versão mobile tem uns bugs meio esquisitos que acabam comprometendo a experiência. Quando houver correção mudarei a nota. No mais, a Udemy é uma excelente ferramenta para quem quer aprender qualquer coisa!",3,2022-07-29 21:02:47,Udemy,Neutro,409,66,2022-07
baixei mas não entendi NADA!,3,2026-01-27 19:29:41,Quizlet,Neutro,28,5,2026-01
"achei um aplicativo muito bom para estudo, rápido, fácil e prático, mas oq eu gostaria era de ter mais chances gratis nele, uma organização melhor e poder colocar imagens de representação nele. mas de resto ele é incrível, eu recomendo",3,2025-09-29 17:13:18,Quizlet,Neutro,235,40,2025-09
"amei o app, apenas não gostei que precisa pagar, achei que poderia ser gratuito para todos puderem estudar bem com esse app maravilhoso.",3,2024-12-03 10:56:38,Quizlet,Neutro,136,23,2024-12
bom,3,2022-10-03 12:09:53,Udemy,Neutro,3,1,2022-10
"Ótimo aplicativo mas agora está com defeito no microfone. Inicialmente começa o treino depois para de funcionar. Mesmo com as instruções do suporte e, acreditem não sou leigo, nada resolvido ainda, mandei uma gravação da minha tela pra ter uma solução. Aguardando.",3,2025-07-05 19:35:17,Babbel,Neutro,264,42,2025-07
"Aplicativo sai sozinho toda vez que eu abro outro, e buga na hora de fazer download das video aulas, corrijam isso por favor",3,2024-07-04 14:53:42,Udemy,Neutro,124,23,2024-07
"Eu gostaria muito de assinar o plano do quizlet plus anual de 173 reais, mas vocês obrigam o cliente a pagar a vista, e eu não tenho condições de pagar a vista, mas sim parcelado em 3x. A equipe está perdendo de ganhar mais assinaturas por não colocarem a opção de parcelar pelo menos em 3x o plano anual.",3,2025-06-15 08:33:26,Quizlet,Neutro,305,59,2025-06
excelente plataforma!,3,2022-07-14 11:11:56,Udemy,Neutro,21,2,2022-07
não estou achando o oque eu quero estudar,3,2025-04-14 18:03:01,Quizlet,Neutro,41,8,2025-04
"O aplicativo é ótimo, porém eu estou tendo problemas para entrar, fica bugando e não entra de jeito nenhum =( arrumem isso, aí eu coloco para 5 estrelas 🥺❤️",3,2026-02-06 22:08:59,Quizlet,Neutro,156,29,2026-02
